RRID,LABID,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,PEER45,PEER46,PEER47,PEER48,PEER49,PEER50,PEER51,PEER52,PEER53,PEER54,PEER55,PEER56,PEER57,PEER58,PEER59,PEER60
1911,3423,0.0196946337819099,0.0821532681584358,-0.232783108949661,-0.249006986618042,0.993536531925201,0.113795608282089,-0.255738615989685,2.37217307090759,-0.0714230611920357,0.0666990578174591,0.474657952785492,-0.600878119468689,1.13205027580261,0.092211127281189,-0.53692764043808,0.41066563129425,-2.07114124298096,-0.485121846199036,-0.692915678024292,-1.16071605682373,-0.57567423582077,-0.681673526763916,-0.611733794212341,-0.929937481880188,-1.26882064342499,0.905895531177521,-1.65731453895569,0.514538705348969,2.11998081207275,1.31728482246399,0.40878814458847,0.0320463366806507,-0.492415249347687,-0.141193479299545,-0.157900154590607,0.222103849053383,-1.48450136184692,-1.09046876430511,-0.114849165081978,0.233130589127541,0.524351835250854,0.796612083911896,-1.04654717445374,-0.359402924776077,0.886507272720337,-0.210354968905449,0.343389809131622,0.11031686514616,-0.395403563976288,0.805903494358063,-0.765441000461578,1.38883435726166,-0.473135858774185,0.0200775861740112,0.326340138912201,-1.1834545135498,-1.03938627243042,-0.0581941343843937,-0.232947379350662,0.747066497802734
1922,2168,0.02165761962533,-0.109359696507454,0.0150416884571314,0.319400280714035,-0.639891564846039,0.403094828128815,-0.0800750851631165,0.445193469524384,-1.85370755195618,1.05176317691803,0.41971680521965,-0.402094960212708,0.0816455110907555,-0.456634730100632,0.430200666189194,-1.57317781448364,2.39538264274597,-1.66604006290436,-0.0114739984273911,0.431802749633789,-0.914191484451294,1.19611501693726,-0.526201963424683,-0.216330856084824,-1.148104429245,0.125702440738678,-1.33979523181915,-0.701979219913483,-2.2922785282135,-0.560460567474365,-1.11043441295624,0.884100258350372,-0.851356327533722,0.83174854516983,-0.548292696475983,-0.619760155677795,0.642281174659729,1.60962414741516,1.24624502658844,-0.616857707500458,-1.11694073677063,0.232827261090279,1.24252390861511,1.19152176380157,-0.0317096710205078,-0.866004884243011,-0.85733962059021,0.440749704837799,-1.14367616176605,0.251853197813034,1.03572452068329,-0.0333412289619446,0.970297455787659,0.143785804510117,-0.594387054443359,-0.0937612950801849,-0.31651571393013,0.422853201627731,0.711934983730316,-0.278944969177246
2186,478,0.0215268060564995,-0.0608291774988174,-0.329196572303772,-0.423673689365387,0.241183549165726,-0.42055407166481,-1.39609050750732,0.463379681110382,0.270142257213593,0.721050083637238,0.705710351467133,-0.122885726392269,0.289089024066925,0.0935522317886353,-0.679222285747528,0.240886643528938,0.254637688398361,-0.813831746578217,0.991602778434753,-0.246031001210213,0.115708142518997,-0.238692000508308,0.483164250850677,0.259402632713318,0.98282116651535,-2.17897820472717,-0.250992298126221,0.309782445430756,-0.172284513711929,-0.891977548599243,-0.342531681060791,-1.28093957901001,-0.172252088785172,0.867246270179749,0.2355647534132,0.617162525653839,0.872873067855835,0.315225124359131,-0.616056025028229,-0.809916079044342,-0.26483154296875,0.762036561965942,0.243959307670593,-0.551417112350464,0.395287841558456,0.226450651884079,-0.0344130098819733,-0.726712048053741,0.912374496459961,-0.416734665632248,0.398909330368042,0.065554141998291,-0.312686234712601,0.789251387119293,0.254465013742447,-0.80515468120575,-0.0431942343711853,-1.29089558124542,-0.246167898178101,0.465320587158203
192,194,0.0201196018606424,0.0345991440117359,0.0210774652659893,0.0781051218509674,-0.46209979057312,-0.990294814109802,0.561849176883698,1.2957866191864,-1.37992656230927,0.914814829826355,-0.281215906143188,-0.837171673774719,-1.80235826969147,-0.687820553779602,0.0664811879396439,0.0635341182351112,0.114489778876305,0.31556910276413,0.431837797164917,-0.713496685028076,0.255165100097656,-0.292432218790054,1.13958609104156,2.18190860748291,0.140025705099106,-0.248034358024597,-1.09778809547424,-0.204599604010582,-0.301550775766373,-0.203089579939842,0.914764702320099,0.440530508756638,0.284962892532349,0.272682160139084,-0.179899960756302,0.913153052330017,0.0156225506216288,-0.736961722373962,0.0294327642768621,0.75357311964035,0.650520384311676,0.368126481771469,-0.160044431686401,0.573884308338165,-0.721072375774384,0.0043074637651443,0.281276285648346,1.32544982433319,-0.219054639339447,0.168345302343369,0.128161326050758,-0.562088310718536,-0.444596230983734,-1.18108212947845,-0.0308454036712646,1.34938216209412,-0.916689097881317,0.496082633733749,1.69731605052948,-1.32253265380859
1455,3247,0.021458862349391,-0.068018414080143,0.053864948451519,0.171413272619247,-0.341658681631088,0.757339179515839,-0.585034728050232,0.267415285110474,0.0131005421280861,-1.02353715896606,1.40716505050659,0.47559267282486,0.644734084606171,1.27043092250824,0.359548509120941,1.07250928878784,1.25711977481842,-1.23369407653809,-1.02514266967773,0.494710803031921,-0.917806208133698,0.506074488162994,-0.0120595479384065,0.616646647453308,1.01339328289032,0.246792808175087,0.156210750341415,-0.323729008436203,0.107994601130486,0.108817003667355,-0.493673533201218,-0.229684099555016,0.985041499137878,1.15013098716736,0.504349172115326,0.346867263317108,-0.609848856925964,1.22508907318115,1.03560066223145,-0.718308627605438,0.410357445478439,-0.12249893695116,-0.441095978021622,-1.86664462089539,-0.922309756278992,-0.475855141878128,-0.188054218888283,-0.477281510829926,-1.23513209819794,0.808629155158997,1.40738189220428,0.313564300537109,-0.167983040213585,-0.408920139074326,0.546500265598297,-0.268258690834045,0.10055473446846,-0.151266142725945,0.284343719482422,-0.664424896240234
1105,3669,0.0203798711299896,-0.0360700897872448,-0.26834312081337,0.969284415245056,1.55661571025848,0.358483791351318,-1.44351744651794,1.93221592903137,0.0441789627075195,1.20022654533386,-0.0754603296518326,-0.241988927125931,-0.435650736093521,1.32188928127289,0.404435902833939,0.0019581522792577,0.101182252168655,1.24905633926392,-0.787255048751831,-1.76983523368835,0.640849649906158,0.757559716701508,-0.298457562923431,0.606968939304352,-0.187658965587616,0.0314828231930733,-0.392475724220276,0.646924495697021,-0.22988897562027,0.293501347303391,-0.910362005233765,0.822287023067474,-0.699777483940125,0.948925614356995,0.809382677078247,1.6044694185257,-0.438705235719681,0.575260996818542,-0.116127401590347,0.370143264532089,1.30856049060822,1.59758102893829,-0.735907793045044,0.848126232624054,-0.953606605529785,1.06237256526947,0.148388341069221,0.28143048286438,-0.0805394053459167,-0.851313531398773,-2.23079705238342,-0.982723593711853,1.33586347103119,1.3990763425827,-1.09464943408966,0.531697154045105,-0.126950979232788,-0.462864309549332,-0.0067654848098754,0.576631546020508
1322,1608,0.0215639658272266,0.0494801141321659,-0.0699641332030296,-0.382993161678314,1.75640416145325,0.852092027664185,-1.04173493385315,0.0581668764352798,-0.35050505399704,-0.826306939125061,0.902285695075989,-0.847906470298767,0.318616360425949,-0.720256567001343,-0.827442288398743,-0.670673727989197,-0.824829876422882,-0.764298796653748,0.296029508113861,-1.99343264102936,0.901003181934357,0.0739428251981735,0.766313195228577,-1.20653188228607,-0.182331383228302,-0.694977402687073,2.0013599395752,0.662335157394409,1.17131280899048,-0.424994349479675,-0.0273277647793293,1.46403789520264,0.289380609989166,0.0205479804426432,-0.269471079111099,-0.135480791330338,0.21407225728035,0.898537874221802,-0.445674329996109,0.594858825206757,0.174384504556656,2.17427515983582,0.338262289762497,-0.226502925157547,-0.356889277696609,0.708043873310089,-2.1779477596283,-0.380189120769501,-0.302934050559998,0.703821122646332,-0.483834147453308,0.122312903404236,-0.283366292715073,0.296191245317459,0.334439903497696,-0.699517846107483,-0.506411969661713,-0.744731247425079,-1.3315110206604,0.638505935668945
936,4255,0.0191581919789314,0.0872083678841591,-0.346326261758804,0.35082545876503,-1.36457252502441,-1.2433100938797,1.00471711158752,0.223870247602463,0.244716107845306,0.0720585137605667,1.4820396900177,-0.613363325595856,-0.842470586299896,0.521842479705811,2.17575812339783,-0.481144845485687,0.755275249481201,0.944159805774689,0.56151807308197,0.139188647270203,-0.0131903141736984,1.26928055286407,-1.41448771953583,-0.825610637664795,0.632611930370331,0.121281549334526,0.362762749195099,1.01594936847687,0.228569880127907,1.76213788986206,0.181607306003571,0.244079232215881,-0.730608224868774,-0.527044057846069,-0.343179643154144,0.352349936962128,0.80131196975708,-0.370733857154846,0.512331306934357,-1.22366905212402,-2.57719564437866,0.766925394535065,-0.413780212402344,0.286519855260849,-0.865413427352905,-0.655346572399139,-0.985920548439026,-0.25308620929718,-1.26107370853424,-1.4117192029953,-0.502373993396759,-0.737664401531219,-0.0624846220016479,0.0281726866960526,-0.509637832641602,-1.04339838027954,0.33112558722496,1.11528718471527,0.739497542381287,-1.05979824066162
2227,3967,0.0192000009119511,0.0100372787564993,-0.553843021392822,0.870005488395691,0.389739215373993,0.677092373371124,-1.44060754776001,2.1133885383606,0.419946432113647,0.538953363895416,-0.501664161682129,-0.189235746860504,-0.646056175231934,0.165929138660431,0.449912965297699,-0.475257694721222,1.03035151958466,-0.128741547465324,-1.06284308433533,-0.251857817173004,-0.334803968667984,0.77491283416748,0.0109039042145014,-1.43097591400146,0.033584788441658,-1.7198897600174,-0.593521296977997,0.813677906990051,-0.769092202186584,-0.266562461853027,0.0706581473350525,-0.0694931373000145,0.243513524532318,0.842415869235992,0.285608112812042,0.583531320095062,-1.10325574874878,0.308330118656158,1.39207649230957,-0.141665741801262,-0.494791865348816,0.236889645457268,-0.810349345207214,0.811064124107361,-0.911431729793549,0.601175844669342,-0.54341334104538,-1.41811680793762,0.554436683654785,-0.653306305408478,-0.76249885559082,1.15606737136841,-0.464858323335648,1.3104532957077,0.026026576757431,-0.94340854883194,-0.0084903836250305,0.30053836107254,0.751264154911041,-0.247777938842773
1955,4695,0.0211336575448513,0.0226066820323467,-0.0968112424015999,-0.222798630595207,0.104404091835022,0.340870499610901,-0.320781052112579,-0.783413827419281,1.30220639705658,1.09539914131165,-0.225254774093628,-0.402672976255417,1.23063468933105,0.142193406820297,-0.0585520602762699,0.853624284267426,-0.492334097623825,0.312713980674744,-1.49488687515259,-0.513876557350159,-0.0479766614735126,-0.378605425357819,0.42574667930603,-0.668371677398682,1.02911853790283,-1.07220220565796,0.514157056808472,-0.970241963863373,-1.63923013210297,0.58779102563858,-0.335047483444214,-0.757457375526428,0.666204214096069,0.212649464607239,0.0768508464097977,-1.57177186012268,0.277842879295349,1.16676032543182,0.0406137928366661,0.85648649930954,0.587294101715088,-0.832103610038757,-0.108205519616604,-0.426568239927292,-0.956579744815826,1.60708916187286,-0.19534920156002,-0.0202580094337463,-0.731216907501221,0.448344677686691,0.578320324420929,-0.759228110313416,-0.48089274764061,0.458139479160309,1.7701780796051,0.386124432086945,0.18407815694809,0.181226298213005,0.738084137439728,0.205682754516602
